시도	시군구	읍면동	주택유형	단지명	소재지	입주시기	총세대수	매매시세(3.3㎡)	분양가(3.3㎡)	시공사	lon	lat
경기	수원시	팔달구	아파트	수원인계동문굿모닝힐	경기 수원시 팔달구 인계동 153-2	2020-11	298	2048	1339	동문건설(주)	127.0390239165658	37.275754797225666
경기	가평군	청평면	아파트	청평수자인더퍼스트	경기 가평군 청평면 청평리 81-18	2027-09	551	0	1339	(주)한양	127.4232167	37.7447322
경기	오산시	벌음동	아파트	오산세교아테라	경기 오산시 벌음동 244	2027-11	433	0	1339	금호건설(주)	127.0409312	37.1392709
경기	화성시	신동	아파트	호반써밋동탄	경기 화성시 신동 0	2022-12	744	0	1338	(주)호반건설	127.1334232	37.174894
경기	수원시	팔달구	아파트	수원역푸르지오자이	경기 수원시 팔달구 고등동 310	2021-01	4086	2445	1337	(주)대우건설,GS건설(주),금호산업(주),(주)태영건설	126.99915435659804	37.275186812952185
경기	부천시	원미구	아파트	부천3차아이파크	경기 부천시 원미구 약대동 218	2017-08	184	2140	1336	아이앤콘스(주)	126.76673407181708	37.5125700365798
경기	용인시	수지구	아파트	용인성복서희스타힐스애비뉴	경기 용인시 수지구 성복동 168-10	2018-09	174	0	1336	(주)서희건설	127.071225592029	37.31572242462358
경기	안양시	만안구	아파트	안양역한양수자인리버파크	경기 안양시 만안구 안양동 1411	2019-01	419	2633	1336	(주)한양	126.92077326656215	37.40527358666788
경기	수원시	영통구	아파트	영통아이파크캐슬1단지	경기 수원시 영통구 망포동 766	2019-03	1783	2972	1334	롯데건설(주),현대산업개발(주)	127.04498313034928	37.2429209354747
경기	광주시	고산동	아파트	더샵오포센트럴포레	경기 광주시 고산동 656	2022-07	1396	1878	1334	(주)포스코건설	127.2290036	37.3763273
경기	파주시	목동동	아파트	파주운정신도시디에트르라포레	경기 파주시 목동동 1009	2023-02	297	1660	1333	대방건설(주)	126.7394301	37.7270507
경기	안성시	공도읍	아파트	효성해링턴플레이스안성공도	경기 안성시 공도읍 승두리 939	2024-05	705	0	1333	진흥기업(주), 효성중공업(주)	127.1604893	36.994897
경기	파주시	목동동	아파트	파주운정신도시디에트르더클래스	경기 파주시 목동동 989	2023-08	512	1554	1332	대방건설(주)	126.7406465	37.7285254
경기	용인시	처인구	아파트	용인경남아너스빌디센트3단지	경기 용인시 처인구 양지면 남곡리 903	2025-03	388	0	1331	경남기업(주)	127.286674	37.2278604
경기	시흥시	군자동	아파트	장현동원로얄듀크메트로포레	경기 시흥시 군자동 827	2021-12	345	1649	1330	(주)동원개발	126.8009457	37.3662647
경기	시흥시	장곡동	아파트	유승한내들퍼스트파크	경기 시흥시 장곡동 936	2022-11	676	2021	1330	(주)유승종합건설	126.7912628	37.3778935
경기	수원시	영통구	아파트	영통아이파크캐슬2단지	경기 수원시 영통구 망포동 760	2019-01	1162	2634	1329	현대산업개발(주),롯데건설(주)	127.04222195198079	37.24306161418053
경기	안산시	단원구	아파트	고잔롯데캐슬골드파크	경기 안산시 단원구 고잔동 852	2018-10	1005	2106	1326	롯데건설(주)	126.82749350308562	37.322520033260986
경기	안산시	상록구	아파트	그랑시티자이2차	경기 안산시 상록구 사동 1639	2020-10	3370	1921	1326	지에스건설(주)	126.83184051046014	37.28050064780507
경기	양주시	덕계동	아파트	센트럴휴티스	경기 양주시 덕계동 928-2	2024-02	97	0	1325	대양종합건설(주)	127.0556973	37.819284
경기	용인시	처인구	아파트	용인경남아너스빌디센트2단지	경기 용인시 처인구 양지면 남곡리 902	2025-03	450	0	1325	경남기업(주)	127.285420072617	37.2283817308723
경기	고양시	덕양구	아파트	DMC호반베르디움더포레4단지	경기 고양시 덕양구 향동동 552	2019-06	970	2614	1324	(주)호반건설	126.89129294505388	37.59717784719918
경기	파주시	다율동	아파트	해오름마을14단지_푸르지오파르세나	경기 파주시 다율동 0	2022-08	1745	1669	1324	(주)대우건설	126.7337968	37.7366186
경기	평택시	통복동	아파트	평택역경남아너스빌디아트	경기 평택시 통복동 569	2025-03	533	0	1324	에스엠상선(주) (주)우방 동아건설산업(주)	127.0818912	36.9979043
경기	남양주시	다산동	아파트	다산한강반도유보라	경기 남양주시 다산동 6234	2019-03	1261	2412	1323	(주)반도건설	127.16928329259305	37.59860440553492
경기	하남시	선동	아파트	미사강변더샵리버포레	경기 하남시 선동 427	2016-07	875	3519	1322	(주)포스코건설	127.1858766919395	37.574012098627364
경기	양평군	양평읍	아파트	더샵양평리버포레	경기 양평군 양평읍 양근리 810	2024-04	453	1351	1322	(주)포스코건설	127.485525	37.4991169
경기	오산시	원동	아파트	오산롯데캐슬스카이파크	경기 오산시 원동 921	2024-01	2339	0	1321	롯데건설(주)	127.0943277	37.1399693
경기	평택시	고덕동	아파트	고덕국제신도시제일풍경채2차에듀	경기 평택시 고덕동 2501-1	2023-01	877	1892	1320	제일건설(주)	127.0269973	37.0402869
경기	남양주시	다산동	아파트	다산신안인스빌퍼스트포레	경기 남양주시 다산동 6213	2020-01	1282	2429	1319	(주)신안	127.17649256670255	37.60289381806377
경기	광주시	신현동	아파트	이편한세상태재2단지	경기 광주시 신현동 1237	2018-07	144	1835	1318	대림산업(주)	127.15432605385082	37.35884942549914
경기	양평군	양서면	아파트	더블유캐슬	경기 양평군 양서면 양수리 1187	2018-10	49	0	1318	우암건설(주)	127.31758591358916	37.546604137264715
경기	평택시	안중읍	아파트	e편한세상평택하이센트4BL	경기 평택시 안중읍 현화리 757	2025-09	916	0	1318	DL건설(주)	126.907242410422	36.9873194384956
경기	화성시	새솔동	아파트	송산신도시대방노블랜드더센트럴3차	경기 화성시 새솔동 13	2019-08	872	1772	1317	대방건설(주)	126.81680414303744	37.28832231761568
경기	용인시	처인구	아파트	용인경남아너스빌디센트1단지	경기 용인시 처인구 양지면 남곡리 901	2025-03	326	0	1317	경남기업(주)	127.284038970951	37.2291149873869
경기	평택시	안중읍	아파트	e편한세상평택라씨엘로2-1BL	경기 평택시 안중읍 현화리 739-12	2025-09	1063	0	1317	DL건설㈜	126.903328	36.987709
경기	광주시	역동	아파트	광주역자연&자이	경기 광주시 역동 169-15	2021-11	1031	2310	1316	지에스건설(주),(주)태영건설,대보건설(주)	127.2516137	37.4032797
경기	오산시	가수동	아파트	오산SK뷰2차	경기 오산시 가수동 442	2025-01	380	0	1316	에스케이에코플랜트(주)	127.0537822	37.1460699
경기	부천시	원미구	아파트	부천중동스타팰리움	경기 부천시 원미구 중동 1118-1	2017-07	275	1749	1315	(주)포스코에이앤씨건축사사무소	126.7804698487992	37.494064516021155
경기	광주시	신현동	아파트	이편한세상태재1단지	경기 광주시 신현동 1236	2018-07	480	1795	1314	대림산업(주)	127.15534039506751	37.35809483931475
경기	하남시	신장동	아파트	하남유시티대명루첸리버파크	경기 하남시 신장동 593	2018-09	854	2891	1313	(주)대명종합건설	127.2140722099097	37.54530097095929
세종	산울동		아파트	산울마을6단지_세종리첸시아파밀리에H3블록	세종 산울동 313-14	2024-03	667	0	1313	신동아건설(주)	127.2627411	36.5292281
경기	파주시	탄현면	아파트	e편한세상헤이리	경기 파주시 탄현면 축현리 1050	2025-04	1057	0	1313	DL건설	126.716257739369	37.8061370694685
경기	안성시	옥산동	아파트	안성아양지구B-1-3BL영무예다음	경기 안성시 옥산동 556	2028-05	288	0	1313	(주)영무건설	127.2538991	37.0083852
경기	안성시	당왕동	아파트	e편한세상안성그랑루체	경기 안성시 당왕동 587	2024-10	1370	1319	1312	디엘건설(주)	127.272071982538	37.0210805409358
경기	오산시	궐동	아파트	오산세교파라곤	경기 오산시 궐동 439	2026-04	1068	0	1312	(주)동양건설산업	127.048393	37.1614487
경기	화성시	오산동	아파트	동탄역파라곤	경기 화성시 오산동 985	2021-02	534	2982	1311	(주)동양건설산업,(주)라인건설	127.09058106602517	37.19628809460254
경기	평택시	고덕동	아파트	고덕국제신도시리슈빌레이크파크	경기 평택시 고덕동 0	2021-11	730	1642	1311	계룡건설산업(주)	127.0347287	37.03679
경기	안산시	단원구	아파트	초지역메이저타운푸르지오파크단지	경기 안산시 단원구 초지동 802	2019-06	1238	2371	1310	(주)대우건설	126.80757030583452	37.32420667734612
경기	오산시	서동	아파트	더샵오산엘리포레	경기 오산시 서동 641	2023-12	927	0	1310	(주)포스코건설	127.0456653	37.1547019
경기	안산시	단원구	아파트	초지역메이저타운푸르지오에코단지	경기 안산시 단원구 원곡동 1001	2019-06	1244	2352	1308	(주)대우건설	126.803211	37.3240206
경기	안양시	만안구	아파트	안양KCC스위첸	경기 안양시 만안구 안양동 433-1	2021-07	445	2053	1308	KCC건설	126.929470078541	37.3903288939776
경기	화성시	향남읍	아파트	향남역한양수자인디에스티지	경기 화성시 향남읍 상신리 619-57	2024-01	945	1476	1308	(주)한양	126.9033516	37.1017436
경기	평택시	현덕면	아파트	힐스테이트평택화양	경기 평택시 현덕면 운정리 산71	2026-03	1571	0	1308	현대엔지니어링(주)	126.8980357	36.9856039
경기	고양시	덕양구	아파트	삼송3차아이파크	경기 고양시 덕양구 원흥동 619	2019-07	162	2381	1307	HDC아이앤콘스(주)	126.8697926624706	37.65047422002067
경기	군포시	대야미동	아파트	군포대야미서해그랑블	경기 군포시 대야미동 701	2021-11	184	1849	1307	(주)서해종합건설	126.9161554	37.3262312
경기	평택시	고덕동	아파트	호반써밋고덕국제신도시에듀파크	경기 평택시 고덕동 2664-2	2022-04	766	1712	1307	(주)호반건설	127.0308245	37.0367454
경기	평택시	지제동	아파트	지제역더샵센트럴시티	경기 평택시 지제동 0	2022-04	1999	2344	1307	(주)포스코건설	127.0754933	37.022887
경기	용인시	수지구	아파트	성복역KCC스위첸	경기 용인시 수지구 성복동 167	2019-03	212	2295	1306	(주)케이씨씨건설	127.073176	37.315046
경기	평택시	고덕동	아파트	평택고덕파라곤에듀포레	경기 평택시 고덕동 285-1	2021-07	654	1626	1306	(주)라인건설	127.0252316	37.0419397
경기	시흥시	월곶동	아파트	시흥월곶역블루밍더마크	경기 시흥시 월곶동 1008	2021-10	270	1390	1303	벽산엔지니어링(주)	126.7390649	37.3894675
경기	평택시	고덕동	아파트	고덕국제신도시양우내안애	경기 평택시 고덕동 2697-1	2025-01	385	0	1303	양우종합건설(주)	127.025231	37.036962
경기	안성시	공도읍	아파트	안성공도센트럴카운티에듀파크	경기 안성시 공도읍 용두리 763	2024-07	433	0	1301	(주)한토건설	127.1562696	37.0033566
울산	울주군	범서읍	아파트	울산다운2지구우미린더시그니처	울산 울주군 범서읍 서사리 305	2026-11	1430	0	1301	우미건설(주)	129.2757541	35.5886327
경기	화성시	비봉면	아파트	화성비봉지구B1블록금성백조예미지2차	경기 화성시 비봉면 삼화리 244	2027-10	530	0	1301	금성백조	126.8652693	37.2511373
경기	남양주시	다산동	아파트	다산자이폴라리스	경기 남양주시 다산동 6015	2021-07	826	2746	1300	지에스건설(주),(주)태영건설,코오롱글로벌(주)	127.1508112	37.629819
경기	남양주시	별내동	아파트	별내퍼스트포레	경기 남양주시 별내동 822-1	2022-04	380	0	1300	삼환기업(주)	127.1217962	37.6672478
경기	하남시	신장동	아파트	하남유니온시티에일린의뜰	경기 하남시 신장동 602	2017-08	754	2912	1299	아이에스동서(주)	127.21937098454325	37.544390248390364
경기	용인시	수지구	아파트	광교레이크포레	경기 용인시 수지구 상현동 1204	2017-06	235	2069	1298	신세계건설(주)	127.08436067411843	37.302839801680314
경기	남양주시	다산동	아파트	다산신안인스빌퍼스트리버	경기 남양주시 다산동 6251	2019-06	800	2344	1298	(주)신 안	127.1701805342481	37.596042050540724
경기	시흥시	장현동	아파트	시흥능곡역모아미래도에듀포레	경기 시흥시 장현동 608	2020-07	928	1574	1298	(주)모아종합건설	126.79751551260935	37.37434785558928
경기	화성시	능동	아파트	서동탄역양우내안애	경기 화성시 능동 1287	2023-06	447	0	1297	양우건설(주)	127.0524839	37.2022206
경기	포천시	군내면	아파트	포천대광로제비앙	경기 포천시 군내면 용정리 475-1	2023-08	437	956	1297	(주)대광건영	127.2003609	37.8820551
경기	양평군	양평읍	아파트	양평역한라비발디1단지,2단지	경기 양평군 양평읍 양근리 797	2023-12	1602	1474	1297	없음	127.4926341	37.498779
경기	평택시	현덕면	아파트	평택화양휴먼빌퍼스트시티	경기 평택시 현덕면 화양리 166	2025-08	1468	0	1297	일신건영(주)	126.9059028	36.9767738
경기	남양주시	별내동	아파트	별내우미린스타포레	경기 남양주시 별내동 895	2019-12	585	1795	1296	우미건설(주),(주)정우건설	127.13144867586983	37.66522866568061
경기	평택시	고덕동	아파트	호반써밋고덕신도시1	경기 평택시 고덕동 2619	2021-10	658	1869	1296	(주)호반산업	127.040833	37.041973
경기	시흥시	장곡동	아파트	시흥장현예다음아르테	경기 시흥시 장곡동 924	2022-12	747	2064	1296	(주)영무건설	126.7905753	37.3803445
경기	이천시	백사면	아파트	신안실크밸리더포레	경기 이천시 백사면 모전리 1-11	2024-10	880	0	1296	신안건설산업(주)	127.469411	37.316215
경기	평택시	고덕동	아파트	다해브	경기 평택시 고덕동 2720-1	2024-10	1167	0	1296	대우조선해양건설(주)	127.0237078	37.0323786
경기	김포시	운양동	아파트	한신더휴테라스12단지	경기 김포시 운양동 1288-1	2017-04	351	0	1295	(주)한신공영	126.6949136692127	37.65102327760789
경기	화성시	영천동	아파트	동탄2신도시4차동원로얄듀크포레	경기 화성시 영천동 859-1	2020-10	291	1883	1295	(주)동원개발	127.10564288905783	37.216285701523454
경기	하남시	풍산동	아파트	이편한세상미사	경기 하남시 풍산동 568	2018-06	652	2960	1294	대림산업(주)	127.19402344639798	37.55511413684151
경기	하남시	학암동	아파트	위례롯데캐슬	경기 하남시 학암동 672	2016-01	1673	3846	1293	롯데건설(주), 화산건설(주),(주)동인건설,(주)신삼호	127.15257514768761	37.475145184905
경기	용인시	수지구	아파트	더샵수지포레	경기 용인시 수지구 상현동 1214	2019-08	479	2584	1293	(주)포스코건설	127.08872496779607	37.30790043024572
경기	남양주시	평내동	아파트	e편한세상평내메트로원	경기 남양주시 평내동 667	2022-06	1108	1943	1293	(주)삼호	127.2406212	37.6479972
세종	산울동		아파트	산울마을7단지_세종리첸시아파밀리에H2블록	세종 산울동 152-1	2024-03	900	0	1293	금호산업(주)	127.2646564	36.5310874
경기	화성시	봉담읍	아파트	봉담자이라피네	경기 화성시 봉담읍 동화리 156-4	2023-10	750	0	1291	지에스건설(주)	126.9703203	37.2213671
경기	안양시	동안구	아파트	신평촌일성트루엘파크	경기 안양시 동안구 호계동 1280	2018-03	200	2769	1290	일성건설(주)	126.95960857894974	37.376573131485024
경기	고양시	덕양구	아파트	DMC호반베르디움더포레3단지	경기 고양시 덕양구 향동동 557	2019-06	716	2530	1290	(주)호반건설	126.88932405000745	37.595263664021175
경기	파주시	문산읍	아파트	문산역3차동문디이스트센트럴	경기 파주시 문산읍 문산리 81-61	2027-11	951	0	1290	동문건설(주)	126.7844588	37.8601143
경기	파주시	다율동	아파트	해오름마을3단지_제일풍경채그랑베뉴2차	경기 파주시 다율동 1006	2023-12	660	1390	1288	제일건설(주)	126.7284324	37.7413526
경기	파주시	다율동	아파트	해오름마을5단지_중흥S클래스2차에듀파크	경기 파주시 다율동 1023	2024-02	450	0	1288	중흥건설(주)	126.7322813	37.7425525
경기	양평군	양평읍	아파트	양평센트럴파크써밋	경기 양평군 양평읍 양근리 738	2022-02	486	1745	1287	일신건영(주)	127.4889534	37.4943486
경기	파주시	당하동	아파트	별하람마을1단지_제일풍경채그랑퍼스트	경기 파주시 당하동 1664-417	2023-12	1926	0	1287	제일건설(주)	126.7556978	37.7417166
울산	동구	전하동	아파트	KCC스위첸웰츠타워1차	울산 동구 전하동 779	2022-02	255	1482	1285	(주)케이씨씨건설	129.4296533	35.5179314
경기	고양시	덕양구	아파트	DMC리슈빌더포레스트	경기 고양시 덕양구 향동동 570	2019-02	969	2406	1284	계룡건설산업(주)	126.88889879242855	37.59283238996065
경기	안산시	단원구	아파트	안산라프리모	경기 안산시 단원구 선부동 1188	2020-01	2017	1853	1284	에스케이건설(주),(주)포스코건설,(주)대우건설	126.8055661808673	37.33134632482005
울산	울주군	온양읍	아파트	울산온양한양립스	울산 울주군 온양읍 발리 1318	2024-03	442	1228	1284	(주)한양건설	129.2959646	35.409618
경기	양주시	옥정동	아파트	e편한세상옥정리더스가든	경기 양주시 옥정동 885	2024-04	938	1321	1284	디엘이앤씨 주식회사	127.0771934	37.8287161
경기	고양시	덕양구	아파트	DMC호반베르디움더포레2단지	경기 고양시 덕양구 향동동 571	2019-06	461	2462	1282	(주)호반건설,(주)호반건설주택	126.89147584901947	37.59287082721986
경기	이천시	대월면	아파트	휴먼빌에듀파크시티	경기 이천시 대월면 사동리 529	2024-11	605	1163	1282	일신건영(주)	127.4826582	37.2430301
경기	안성시	공도읍	아파트	라포르테공도	경기 안성시 공도읍 만정리 358-23	2025-03	986	0	1282	(주)건영	127.1739911	37.0132758
경기	고양시	덕양구	아파트	삼송원흥역센트럴푸르지오	경기 고양시 덕양구 원흥동 630	2018-07	450	2182	1281	(주)대우건설	126.87635942725971	37.64909196991701
경기	광주시	경안동	아파트	광주금호리첸시아	경기 광주시 경안동 447	2021-08	447	1826	1277	금호산업(주),영화건설(주)	127.2564339	37.4083894
경기	남양주시	다산동	아파트	다산지금센트럴에일린의뜰	경기 남양주시 다산동 6208	2019-04	759	2259	1276	아이에스동서(주)	127.17175950374967	37.6068403757094
울산	남구	야음동	아파트	울산남구호수공원대명루첸	울산 남구 야음동 401-1	2020-01	817	1916	1276	(주)대명종합건설,(주)대명수안	129.3313076172011	35.52137142600745
경기	안성시	공도읍	아파트	안성우방아이유쉘에스티지	경기 안성시 공도읍 양기리 635	2025-01	948	1073	1275	우방산업(주)	127.1987046	37.0056997
경기	남양주시	다산동	아파트	다산금강펜테리움리버테라스2차	경기 남양주시 다산동 6235	2019-06	1304	2626	1273	(주)금강주택	127.17182402924152	37.59796553604592
경기	안산시	상록구	아파트	그랑시티자이	경기 안산시 상록구 사동 1639-7	2020-02	4283	1806	1273	지에스건설(주)	126.82972676513215	37.28277725342505
경기	평택시	동삭동	아파트	e편한세상지제역	경기 평택시 동삭동 416	2022-12	1516	1546	1273	(주)삼호	127.0878862	37.0159554
경기	광주시	초월읍	아파트	초월역한라비발디	경기 광주시 초월읍 쌍동리 400	2023-04	1108	1502	1273	(주)한라	127.2880699	37.3773395
경기	오산시	궐동	아파트	오산세교A21라센트	경기 오산시 궐동 767	2024-03	897	0	1272	(주)호반건설	127.0479647	37.1656104
경기	오산시	누읍동	아파트	칸타빌더퍼스트	경기 오산시 누읍동 0	2025-03	514	0	1272	(주)대원	127.0489552	37.1429887
경기	고양시	덕양구	아파트	DMC두산위브더퍼스	경기 고양시 덕양구 향동동 405	2020-10	1059	2349	1271	두산건설(주), (주)대지건설	126.89711912280269	37.60939598826988
경기	광명시	일직동	아파트	광명역파크자이	경기 광명시 일직동 518	2017-07	1211	3436	1270	GS건설(주)	126.88628763088508	37.41466560783184
경기	광주시	신현동	아파트	e편한세상오포3차	경기 광주시 신현동 1232	2016-10	336	2106	1268	대림산업(주)	127.15002838281356	37.359200948739684
경기	시흥시	광석동	아파트	시흥시청역동원로얄듀크	경기 시흥시 광석동 542	2020-04	447	1742	1268	(주)동원개발	126.810365	37.376701
경기	파주시	다율동	아파트	해오름마을1단지_중흥S클래스에듀하이	경기 파주시 다율동 1005	2024-02	750	1390	1268	없음	126.7263847	37.7407876
경기	화성시	산척동	아파트	동탄더샵레이크에듀타운	경기 화성시 산척동 699	2019-03	1538	2643	1266	(주)포스코건설	127.10911977779016	37.1740637475053
경기	평택시	고덕동	아파트	고덕국제신도시대광로제비앙THEART	경기 평택시 고덕동 2664-1	2022-06	639	1584	1266	(주)대광건영	127.0328608	37.0364098
울산	울주군	언양읍	아파트	e편한세상울산역어반스퀘어	울산 울주군 언양읍 어음리 243-2	2022-07	934	1289	1266	대림건설 주식회사	129.1357937	35.5605196
경기	고양시	일산동구	아파트	일산요진와이시티	경기 고양시 일산동구 백석동 1237	2016-06	2697	2795	1260	요진건설산업(주)	126.79320074357827	37.64257808076595
울산	남구	야음동	아파트	울산힐스테이트수암1단지	울산 남구 야음동 937	2019-09	725	2231	1260	현대엔지니어링(주)	129.3151058	35.5236462
세종	조치원읍	교리	아파트	조치원한신더휴	세종 조치원읍 교리 26-2	2024-10	256	0	1258	한신공영(주)	127.2969229	36.6026278
울산	남구	야음동	아파트	대현더샵1.2단지	울산 남구 야음동 911	2018-10	1180	2376	1257	없음	129.3275559	35.5237656
울산	남구	야음동	아파트	울산힐스테이트수암2단지	울산 남구 야음동 938	2019-09	154	0	1257	현대엔지니어링(주)	129.3140585	35.5224975
경기	김포시	고촌읍	아파트	캐슬앤파밀리에시티1단지	경기 김포시 고촌읍 신곡리 923-2	2020-11	2255	1718	1255	롯데건설(주),신동아건설(주)	126.75620679993139	37.593951050939104
경기	화성시	오산동	아파트	동탄역더샵센트럴시티2차	경기 화성시 오산동 1001	2018-07	745	2259	1253	(주)포스코건설	127.08929976525707	37.18904910845472
경기	화성시	청계동	아파트	동탄역시범금강펜테리움센트럴파크3	경기 화성시 청계동 514	2017-06	252	3443	1252	(주)금강주택	127.10347351224881	37.201421189497616
경기	부천시	소사구	아파트	송내역파인푸르지오1단지	경기 부천시 소사구 송내동 315	2016-10	353	2113	1251	(주)대우건설	126.75422760757633	37.48550734487521
경기	부천시	소사구	아파트	송내역파인푸르지오2단지	경기 부천시 소사구 송내동 315-3	2016-10	186	2229	1249	(주)대우건설	126.7540025	37.4844091
경기	용인시	기흥구	아파트	하우스디동백카바나	경기 용인시 기흥구 중동 1100	2019-02	284	1577	1249	대보건설(주)	127.146449275116	37.28549016484252
경기	남양주시	평내동	아파트	평내호평역대명루첸포레스티움	경기 남양주시 평내동 661	2020-06	1008	1950	1247	(주)대명종합건설	127.2362213	37.6515849
경기	용인시	기흥구	아파트	신동백두산위브더제니스	경기 용인시 기흥구 동백동 694	2021-06	1187	2015	1247	두산건설(주)	127.14979797666393	37.28410017771636
경기	의정부시	산곡동	아파트	고산수자인디에스티지2단지	경기 의정부시 산곡동 725	2023-05	1033	1873	1247	(주)한양	127.1072666	37.7285447
경기	김포시	운양동	아파트	한강신도시반도유보라6차	경기 김포시 운양동 1340-7	2017-10	199	1791	1246	(주)반도건설	126.6839782124201	37.652160807734944
경기	평택시	고덕동	아파트	고덕국제신도시아너스	경기 평택시 고덕동 2461-1	2022-11	811	1443	1246	태왕이앤씨	127.0237534	37.0441859
경기	부천시	소사구	아파트	e편한세상부천심곡	경기 부천시 소사구 심곡본동 820-2	2018-09	354	1774	1245	고려개발(주)	126.77367804863485	37.47838500085077
경기	안산시	상록구	아파트	반월역동문디이스트	경기 안산시 상록구 건건동 894-14	2024-11	133	0	1245	동문건설 주식회사	126.902883	37.30217
경기	남양주시	다산동	아파트	다산금강펜테리움리버테라스1차	경기 남양주시 다산동 6215	2018-12	944	2524	1244	(주)금강주택	127.17656443401687	37.60095883576966
경기	화성시	오산동	아파트	동탄역동원로얄듀크비스타3차	경기 화성시 오산동 984	2020-02	428	3006	1244	(주)동원개발	127.08897892747433	37.19636815079797
경기	남양주시	금곡동	아파트	금곡역디에브스	경기 남양주시 금곡동 777	2020-07	96	0	1243	영진종합건설(주)	127.20755889346657	37.63664602456424
경기	시흥시	대야동	아파트	이편한세상시흥센텀하임	경기 시흥시 대야동 692	2019-09	659	1756	1242	대림산업(주),(주)대림코퍼레이션	126.79243980399231	37.445271726230665
경기	양주시	덕정동	아파트	덕정역서희스타힐스에듀포레뷰	경기 양주시 덕정동 84	2025-07	931	0	1242	서희건설(주)	127.0667696	37.8481276
경기	안산시	상록구	아파트	건건동영무예다음	경기 안산시 상록구 건건동 994	2020-06	390	1742	1241	(주)영무토건	126.90443115434319	37.308524924947896
경기	오산시	궐동	아파트	중흥S클래스에듀파크	경기 오산시 궐동 824	2024-09	1245	0	1241	중흥토건(주)	127.0478115	37.1588457
경기	화성시	영천동	아파트	동탄파크자이	경기 화성시 영천동 892	2018-07	979	1979	1239	지에스건설(주)	127.1131929	37.212178
경기	파주시	다율동	아파트	운정신도시파크푸르지오	경기 파주시 다율동 239-5	2021-12	710	1618	1239	(주)대우건설	126.7278739	37.7362293
경기	양주시	백석읍	아파트	양주백석모아엘가그랑데	경기 양주시 백석읍 복지리 287-1	2027-10	929	0	1239	(주)모아주택산업	126.9865378	37.7846729
경기	양주시	덕계동	아파트	덕계역금강펜테리움센트럴파크	경기 양주시 덕계동 915	2023-01	935	1422	1238	(주)금강주택	127.0482159	37.8144096
경기	파주시	목동동	아파트	산내마을7단지운정화성파크드림시그니처	경기 파주시 목동동 898	2020-02	1047	1636	1237	화성산업(주)	126.7368634	37.7342626
경기	양주시	덕계동	아파트	회천대광로제비앙더센트럴	경기 양주시 덕계동 903	2023-09	526	1491	1237	(주)대광건영	127.0527692	37.8172685
경기	김포시	걸포동	아파트	한강메트로자이3단지	경기 김포시 걸포동 191	2020-07	431	1950	1236	지에스건설(주)	126.70229890108743	37.63689223961219
경기	화성시	봉담읍	아파트	중흥S클래스에듀시티	경기 화성시 봉담읍 상리 667	2023-12	808	0	1235	중흥건설(주)	126.9404486	37.2311788
경기	부천시	원미구	아파트	상동스카이뷰자이	경기 부천시 원미구 상동 413	2018-09	405	2101	1233	지에스건설(주)	126.7524648	37.4892005
경기	의정부시	가능동	아파트	더샵파크에비뉴	경기 의정부시 가능동 852	2021-08	420	1585	1233	(주)포스코건설	127.0317739	37.7420359
경기	시흥시	능곡동	아파트	시흥시청역트리플포레	경기 시흥시 능곡동 864	2020-12	614	1880	1232	양우종합건설	126.8063987	37.3736666
경기	하남시	풍산동	아파트	하남힐즈파크푸르지오2단지	경기 하남시 풍산동 626	2018-09	456	2678	1231	(주)대우건설	127.1950618	37.5436745
경기	평택시	고덕동	아파트	신안인스빌시그니처	경기 평택시 고덕동 1897-3	2020-04	613	1647	1230	(주)신 안	127.04223044982113	37.055889012813644
경기	파주시	동패동	아파트	초롱꽃마을12단지_e편한세상운정어반프라임	경기 파주시 동패동 346	2021-07	1010	1872	1229	대림산업(주)	126.7241645	37.7085467
경기	파주시	동패동	아파트	초롱꽃마을8단지_운정중흥S클래스	경기 파주시 동패동 2076	2022-04	1262	2000	1229	중흥토건(주)	126.7188475	37.7148477
경기	양평군	양평읍	아파트	포레나양평	경기 양평군 양평읍 창대리 650-12	2023-04	438	1454	1229	(주)한화건설	127.5007697	37.4872467
경기	광주시	신현동	아파트	신현라온프라이빗	경기 광주시 신현동 1233	2016-10	223	1768	1228	라온건설주식회사	127.15025581537796	37.35692781947992
경기	김포시	걸포동	아파트	한강메트로자이2단지	경기 김포시 걸포동 180	2020-07	2456	1978	1227	지에스건설(주)	126.6990749217566	37.634958211383754
경기	시흥시	장현동	아파트	포레미엘더파크	경기 시흥시 장현동 588	2022-11	413	0	1225	(주)서한건설	126.793785907898	37.3794794072924
경기	안성시	공도읍	아파트	공도서희스타힐스	경기 안성시 공도읍 승두리 936	2024-06	786	1113	1225	(주)서희건설	127.1588138	36.9961634
세종	산울동		아파트	산울마을8단지엘리프세종6-3	세종 산울동 7	2025-01	1035	0	1225	계룡건설산업(주)	127.266594	36.5325809
경기	여주시	천송동	아파트	여주서해스카이팰리스	경기 여주시 천송동 591-7	2024-04	183	0	1224	(주)서해종합건설	127.6482801	37.3021125
경기	화성시	영천동	아파트	동탄역동원로얄듀크1차	경기 화성시 영천동 879	2018-07	434	2302	1222	(주)동원개발	127.10232562541462	37.21055568626483
경기	오산시	궐동	아파트	호반써밋라포레	경기 오산시 궐동 776	2023-06	867	1680	1222	호반건설(주)	127.0510602	37.1653105
